event_id,beneficiary_id,event_type,event_timestamp,user_agent
1959,859,login,2025-12-21 18:09:54,Firefox Desktop
1960,186,message_read,2025-12-21 18:25:09,Firefox Desktop
1961,822,view_claims,2025-12-21 18:40:25,Firefox Desktop
1962,503,login,2025-12-21 18:55:41,Safari iOS
1963,904,login,2025-12-21 19:10:57,Chrome Mobile
1964,756,view_coverage,2025-12-21 19:26:13,Firefox Desktop
1965,812,message_read,2025-12-21 19:41:29,Firefox Desktop
1966,546,view_coverage,2025-12-21 19:56:45,Safari iOS
1967,685,view_claims,2025-12-21 20:12:01,Safari iOS
1968,878,view_coverage,2025-12-21 20:27:17,Firefox Desktop
1969,395,view_coverage,2025-12-21 20:42:33,Safari iOS
1970,754,login,2025-12-21 20:57:49,Safari iOS
1971,39,login,2025-12-21 21:13:05,Chrome Mobile
1972,688,view_coverage,2025-12-21 21:28:21,Safari iOS
1973,982,login,2025-12-21 21:43:37,Chrome Mobile
1974,266,view_coverage,2025-12-21 21:58:53,Safari iOS
1975,779,login,2025-12-21 22:14:08,Safari iOS
1976,964,view_claims,2025-12-21 22:29:24,Chrome Mobile
1977,255,message_read,2025-12-21 22:44:40,Firefox Desktop
1978,806,login,2025-12-21 22:59:56,Chrome Mobile
1979,919,message_read,2025-12-21 23:15:12,Chrome Mobile
1980,106,view_claims,2025-12-21 23:30:28,Chrome Mobile
1981,571,view_claims,2025-12-21 23:45:44,Chrome Mobile
1982,971,message_read,2025-12-22 00:01:00,Safari iOS
1983,838,view_coverage,2025-12-22 00:16:16,Firefox Desktop
1984,264,login,2025-12-22 00:31:32,Chrome Mobile
1985,930,login,2025-12-22 00:46:48,Chrome Mobile
1986,20,view_claims,2025-12-22 01:02:04,Safari iOS
1987,55,view_claims,2025-12-22 01:17:20,Chrome Mobile
1988,949,login,2025-12-22 01:32:36,Safari iOS
1989,505,view_coverage,2025-12-22 01:47:52,Firefox Desktop
1990,578,view_coverage,2025-12-22 02:03:07,Firefox Desktop
1991,824,view_claims,2025-12-22 02:18:23,Firefox Desktop
1992,234,message_read,2025-12-22 02:33:39,Firefox Desktop
1993,311,login,2025-12-22 02:48:55,Safari iOS
1994,293,view_claims,2025-12-22 03:04:11,Safari iOS
1995,370,view_coverage,2025-12-22 03:19:27,Chrome Mobile
1996,125,login,2025-12-22 03:34:43,Firefox Desktop
1997,762,message_read,2025-12-22 03:49:59,Firefox Desktop
1998,942,login,2025-12-22 04:05:15,Firefox Desktop
1999,959,login,2025-12-22 04:20:31,Firefox Desktop
2000,765,message_read,2025-12-22 04:35:47,Chrome Mobile
2001,955,view_claims,2025-12-22 04:51:03,Firefox Desktop
2002,385,message_read,2025-12-22 05:06:19,Firefox Desktop
2003,311,view_coverage,2025-12-22 05:21:35,Safari iOS
2004,431,view_coverage,2025-12-22 05:36:50,Chrome Mobile
2005,857,view_coverage,2025-12-22 05:52:06,Firefox Desktop
2006,265,view_claims,2025-12-22 06:07:22,Safari iOS
2007,572,view_coverage,2025-12-22 06:22:38,Chrome Mobile
2008,373,view_coverage,2025-12-22 06:37:54,Chrome Mobile
2009,916,view_claims,2025-12-22 06:53:10,Firefox Desktop
2010,466,message_read,2025-12-22 07:08:26,Safari iOS
2011,62,view_claims,2025-12-22 07:23:42,Safari iOS
2012,667,message_read,2025-12-22 07:38:58,Firefox Desktop
2013,686,login,2025-12-22 07:54:14,Chrome Mobile
2014,666,view_coverage,2025-12-22 08:09:30,Firefox Desktop
2015,174,login,2025-12-22 08:24:46,Firefox Desktop
2016,425,message_read,2025-12-22 08:40:02,Firefox Desktop
2017,315,login,2025-12-22 08:55:18,Firefox Desktop
2018,626,login,2025-12-22 09:10:34,Firefox Desktop
2019,294,view_claims,2025-12-22 09:25:49,Chrome Mobile
2020,912,login,2025-12-22 09:41:05,Chrome Mobile
2021,731,login,2025-12-22 09:56:21,Safari iOS
2022,659,view_claims,2025-12-22 10:11:37,Firefox Desktop
2023,805,message_read,2025-12-22 10:26:53,Chrome Mobile
2024,301,view_coverage,2025-12-22 10:42:09,Firefox Desktop
2025,282,login,2025-12-22 10:57:25,Firefox Desktop
2026,860,view_claims,2025-12-22 11:12:41,Firefox Desktop
2027,582,view_coverage,2025-12-22 11:27:57,Safari iOS
2028,342,login,2025-12-22 11:43:13,Safari iOS
2029,529,login,2025-12-22 11:58:29,Safari iOS
2030,477,message_read,2025-12-22 12:13:45,Firefox Desktop
2031,1,view_coverage,2025-12-22 12:29:01,Firefox Desktop
2032,719,message_read,2025-12-22 12:44:17,Chrome Mobile
2033,106,login,2025-12-22 12:59:32,Chrome Mobile
2034,666,message_read,2025-12-22 13:14:48,Chrome Mobile
2035,581,login,2025-12-22 13:30:04,Chrome Mobile
2036,826,view_coverage,2025-12-22 13:45:20,Safari iOS
2037,814,view_coverage,2025-12-22 14:00:36,Firefox Desktop
2038,830,view_coverage,2025-12-22 14:15:52,Safari iOS
2039,351,message_read,2025-12-22 14:31:08,Chrome Mobile
2040,343,login,2025-12-22 14:46:24,Chrome Mobile
2041,501,message_read,2025-12-22 15:01:40,Safari iOS
2042,129,view_coverage,2025-12-22 15:16:56,Chrome Mobile
2043,24,login,2025-12-22 15:32:12,Safari iOS
2044,167,view_coverage,2025-12-22 15:47:28,Chrome Mobile
2045,456,view_coverage,2025-12-22 16:02:44,Chrome Mobile
2046,678,message_read,2025-12-22 16:18:00,Chrome Mobile
2047,355,message_read,2025-12-22 16:33:16,Firefox Desktop
2048,421,view_coverage,2025-12-22 16:48:31,Firefox Desktop
2049,472,view_coverage,2025-12-22 17:03:47,Firefox Desktop
2050,368,view_claims,2025-12-22 17:19:03,Firefox Desktop
2051,844,view_coverage,2025-12-22 17:34:19,Safari iOS
2052,624,login,2025-12-22 17:49:35,Chrome Mobile
2053,287,login,2025-12-22 18:04:51,Safari iOS
2054,479,login,2025-12-22 18:20:07,Chrome Mobile
2055,433,message_read,2025-12-22 18:35:23,Firefox Desktop
2056,643,message_read,2025-12-22 18:50:39,Safari iOS
2057,632,message_read,2025-12-22 19:05:55,Firefox Desktop
2058,321,view_coverage,2025-12-22 19:21:11,Chrome Mobile
2059,341,message_read,2025-12-22 19:36:27,Safari iOS
2060,530,view_claims,2025-12-22 19:51:43,Chrome Mobile
2061,28,login,2025-12-22 20:06:59,Firefox Desktop
2062,555,message_read,2025-12-22 20:22:15,Firefox Desktop
2063,751,view_claims,2025-12-22 20:37:30,Firefox Desktop
2064,800,message_read,2025-12-22 20:52:46,Firefox Desktop
2065,319,view_coverage,2025-12-22 21:08:02,Chrome Mobile
2066,733,message_read,2025-12-22 21:23:18,Chrome Mobile
2067,798,view_coverage,2025-12-22 21:38:34,Safari iOS
2068,425,view_coverage,2025-12-22 21:53:50,Firefox Desktop
2069,707,view_coverage,2025-12-22 22:09:06,Firefox Desktop
2070,943,message_read,2025-12-22 22:24:22,Firefox Desktop
2071,475,view_coverage,2025-12-22 22:39:38,Chrome Mobile
2072,861,login,2025-12-22 22:54:54,Safari iOS
2073,256,login,2025-12-22 23:10:10,Chrome Mobile
2074,632,view_coverage,2025-12-22 23:25:26,Firefox Desktop
2075,620,view_claims,2025-12-22 23:40:42,Chrome Mobile
2076,693,message_read,2025-12-22 23:55:58,Firefox Desktop
2077,309,view_claims,2025-12-23 00:11:13,Firefox Desktop
2078,717,login,2025-12-23 00:26:29,Safari iOS
2079,589,login,2025-12-23 00:41:45,Safari iOS
2080,653,view_claims,2025-12-23 00:57:01,Chrome Mobile
2081,764,view_coverage,2025-12-23 01:12:17,Chrome Mobile
2082,562,view_claims,2025-12-23 01:27:33,Safari iOS
2083,648,message_read,2025-12-23 01:42:49,Firefox Desktop
2084,938,login,2025-12-23 01:58:05,Firefox Desktop
2085,879,view_claims,2025-12-23 02:13:21,Safari iOS
2086,700,view_claims,2025-12-23 02:28:37,Chrome Mobile
2087,720,view_claims,2025-12-23 02:43:53,Safari iOS
2088,809,login,2025-12-23 02:59:09,Firefox Desktop
2089,421,message_read,2025-12-23 03:14:25,Firefox Desktop
2090,337,view_claims,2025-12-23 03:29:41,Safari iOS
2091,673,login,2025-12-23 03:44:57,Firefox Desktop
2092,375,login,2025-12-23 04:00:12,Chrome Mobile
2093,588,message_read,2025-12-23 04:15:28,Chrome Mobile
2094,403,view_coverage,2025-12-23 04:30:44,Safari iOS
2095,737,view_claims,2025-12-23 04:46:00,Chrome Mobile
2096,553,view_claims,2025-12-23 05:01:16,Firefox Desktop
2097,631,view_coverage,2025-12-23 05:16:32,Safari iOS
2098,640,login,2025-12-23 05:31:48,Safari iOS
2099,566,login,2025-12-23 05:47:04,Firefox Desktop
2100,683,view_claims,2025-12-23 06:02:20,Firefox Desktop
2101,351,view_claims,2025-12-23 06:17:36,Chrome Mobile
2102,947,message_read,2025-12-23 06:32:52,Firefox Desktop
2103,294,message_read,2025-12-23 06:48:08,Safari iOS
2104,169,view_coverage,2025-12-23 07:03:24,Safari iOS
2105,237,message_read,2025-12-23 07:18:40,Chrome Mobile
2106,438,view_claims,2025-12-23 07:33:56,Firefox Desktop
2107,209,view_claims,2025-12-23 07:49:11,Firefox Desktop
2108,226,message_read,2025-12-23 08:04:27,Firefox Desktop
2109,714,view_coverage,2025-12-23 08:19:43,Safari iOS
2110,652,message_read,2025-12-23 08:34:59,Firefox Desktop
2111,828,message_read,2025-12-23 08:50:15,Firefox Desktop
2112,638,login,2025-12-23 09:05:31,Firefox Desktop
2113,104,message_read,2025-12-23 09:20:47,Safari iOS
2114,571,message_read,2025-12-23 09:36:03,Chrome Mobile
2115,291,login,2025-12-23 09:51:19,Safari iOS
2116,103,message_read,2025-12-23 10:06:35,Firefox Desktop
2117,232,message_read,2025-12-23 10:21:51,Chrome Mobile
2118,247,message_read,2025-12-23 10:37:07,Chrome Mobile
2119,707,view_claims,2025-12-23 10:52:23,Firefox Desktop
2120,889,message_read,2025-12-23 11:07:39,Chrome Mobile
2121,749,login,2025-12-23 11:22:54,Firefox Desktop
2122,625,message_read,2025-12-23 11:38:10,Firefox Desktop
2123,338,view_coverage,2025-12-23 11:53:26,Chrome Mobile
2124,230,view_coverage,2025-12-23 12:08:42,Chrome Mobile
2125,556,view_claims,2025-12-23 12:23:58,Firefox Desktop
2126,185,message_read,2025-12-23 12:39:14,Firefox Desktop
2127,826,login,2025-12-23 12:54:30,Firefox Desktop
2128,871,message_read,2025-12-23 13:09:46,Firefox Desktop
2129,776,view_coverage,2025-12-23 13:25:02,Chrome Mobile
2130,376,login,2025-12-23 13:40:18,Chrome Mobile
2131,442,message_read,2025-12-23 13:55:34,Safari iOS
2132,794,view_claims,2025-12-23 14:10:50,Safari iOS
2133,576,login,2025-12-23 14:26:06,Chrome Mobile
2134,94,login,2025-12-23 14:41:22,Safari iOS
2135,295,view_coverage,2025-12-23 14:56:38,Chrome Mobile
2136,612,login,2025-12-23 15:11:53,Firefox Desktop
2137,900,login,2025-12-23 15:27:09,Chrome Mobile
2138,438,view_claims,2025-12-23 15:42:25,Safari iOS
2139,456,view_coverage,2025-12-23 15:57:41,Chrome Mobile
2140,400,view_claims,2025-12-23 16:12:57,Safari iOS
2141,869,message_read,2025-12-23 16:28:13,Safari iOS
2142,505,view_claims,2025-12-23 16:43:29,Chrome Mobile
2143,857,message_read,2025-12-23 16:58:45,Firefox Desktop
2144,937,message_read,2025-12-23 17:14:01,Safari iOS
2145,556,view_coverage,2025-12-23 17:29:17,Safari iOS
2146,287,message_read,2025-12-23 17:44:33,Safari iOS
2147,7,view_claims,2025-12-23 17:59:49,Chrome Mobile
2148,790,view_coverage,2025-12-23 18:15:05,Firefox Desktop
2149,547,login,2025-12-23 18:30:21,Chrome Mobile
2150,564,view_claims,2025-12-23 18:45:36,Safari iOS
2151,138,login,2025-12-23 19:00:52,Chrome Mobile
2152,161,view_coverage,2025-12-23 19:16:08,Chrome Mobile
2153,822,view_claims,2025-12-23 19:31:24,Chrome Mobile
2154,564,message_read,2025-12-23 19:46:40,Chrome Mobile
2155,97,view_claims,2025-12-23 20:01:56,Safari iOS
2156,867,view_claims,2025-12-23 20:17:12,Firefox Desktop
2157,587,message_read,2025-12-23 20:32:28,Safari iOS
2158,100,login,2025-12-23 20:47:44,Chrome Mobile
2159,534,login,2025-12-23 21:03:00,Safari iOS
2160,161,login,2025-12-23 21:18:16,Safari iOS
2161,713,view_claims,2025-12-23 21:33:32,Chrome Mobile
2162,70,view_claims,2025-12-23 21:48:48,Safari iOS
2163,390,login,2025-12-23 22:04:04,Safari iOS
2164,981,login,2025-12-23 22:19:20,Chrome Mobile
2165,247,view_coverage,2025-12-23 22:34:35,Safari iOS
2166,168,view_claims,2025-12-23 22:49:51,Chrome Mobile
2167,671,view_coverage,2025-12-23 23:05:07,Firefox Desktop
2168,130,message_read,2025-12-23 23:20:23,Firefox Desktop
2169,952,message_read,2025-12-23 23:35:39,Safari iOS
2170,152,view_claims,2025-12-23 23:50:55,Safari iOS
2171,418,login,2025-12-24 00:06:11,Firefox Desktop
2172,569,view_coverage,2025-12-24 00:21:27,Safari iOS
2173,494,login,2025-12-24 00:36:43,Firefox Desktop
2174,485,message_read,2025-12-24 00:51:59,Safari iOS
2175,361,login,2025-12-24 01:07:15,Chrome Mobile
2176,830,message_read,2025-12-24 01:22:31,Safari iOS
2177,457,login,2025-12-24 01:37:47,Firefox Desktop
2178,7,login,2025-12-24 01:53:03,Firefox Desktop
2179,799,view_coverage,2025-12-24 02:08:19,Firefox Desktop
2180,63,view_claims,2025-12-24 02:23:34,Safari iOS
2181,663,view_coverage,2025-12-24 02:38:50,Firefox Desktop
2182,382,view_coverage,2025-12-24 02:54:06,Firefox Desktop
2183,711,view_coverage,2025-12-24 03:09:22,Chrome Mobile
2184,225,view_claims,2025-12-24 03:24:38,Chrome Mobile
2185,178,view_claims,2025-12-24 03:39:54,Safari iOS
2186,274,view_claims,2025-12-24 03:55:10,Firefox Desktop
2187,567,login,2025-12-24 04:10:26,Firefox Desktop
2188,476,view_claims,2025-12-24 04:25:42,Chrome Mobile
2189,984,login,2025-12-24 04:40:58,Chrome Mobile
2190,835,view_coverage,2025-12-24 04:56:14,Firefox Desktop
2191,815,message_read,2025-12-24 05:11:30,Safari iOS
2192,761,login,2025-12-24 05:26:46,Safari iOS
2193,469,view_claims,2025-12-24 05:42:02,Chrome Mobile
2194,27,view_claims,2025-12-24 05:57:17,Firefox Desktop
2195,823,view_coverage,2025-12-24 06:12:33,Safari iOS
2196,812,view_claims,2025-12-24 06:27:49,Chrome Mobile
2197,115,view_coverage,2025-12-24 06:43:05,Chrome Mobile
2198,660,view_claims,2025-12-24 06:58:21,Firefox Desktop
2199,175,view_claims,2025-12-24 07:13:37,Chrome Mobile
2200,921,login,2025-12-24 07:28:53,Firefox Desktop
2201,808,message_read,2025-12-24 07:44:09,Chrome Mobile
2202,740,message_read,2025-12-24 07:59:25,Safari iOS
2203,8,view_claims,2025-12-24 08:14:41,Chrome Mobile
2204,967,view_coverage,2025-12-24 08:29:57,Firefox Desktop
2205,78,login,2025-12-24 08:45:13,Firefox Desktop
2206,484,login,2025-12-24 09:00:29,Chrome Mobile
2207,881,view_coverage,2025-12-24 09:15:45,Firefox Desktop
2208,303,message_read,2025-12-24 09:31:01,Firefox Desktop
2209,236,message_read,2025-12-24 09:46:16,Chrome Mobile
2210,479,message_read,2025-12-24 10:01:32,Chrome Mobile
2211,884,login,2025-12-24 10:16:48,Safari iOS
2212,837,message_read,2025-12-24 10:32:04,Firefox Desktop
2213,356,view_coverage,2025-12-24 10:47:20,Firefox Desktop
2214,850,message_read,2025-12-24 11:02:36,Chrome Mobile
2215,517,view_claims,2025-12-24 11:17:52,Firefox Desktop
2216,855,login,2025-12-24 11:33:08,Chrome Mobile
2217,856,view_coverage,2025-12-24 11:48:24,Chrome Mobile
2218,154,message_read,2025-12-24 12:03:40,Chrome Mobile
2219,719,view_coverage,2025-12-24 12:18:56,Firefox Desktop
2220,816,view_coverage,2025-12-24 12:34:12,Chrome Mobile
2221,753,view_coverage,2025-12-24 12:49:28,Safari iOS
2222,740,message_read,2025-12-24 13:04:44,Chrome Mobile
2223,325,login,2025-12-24 13:20:00,Chrome Mobile
2224,220,message_read,2025-12-24 13:35:15,Safari iOS
2225,255,login,2025-12-24 13:50:31,Chrome Mobile
2226,767,view_coverage,2025-12-24 14:05:47,Chrome Mobile
2227,384,message_read,2025-12-24 14:21:03,Safari iOS
2228,768,login,2025-12-24 14:36:19,Chrome Mobile
2229,242,message_read,2025-12-24 14:51:35,Firefox Desktop
2230,902,message_read,2025-12-24 15:06:51,Safari iOS
2231,158,view_claims,2025-12-24 15:22:07,Safari iOS
2232,384,login,2025-12-24 15:37:23,Firefox Desktop
2233,904,message_read,2025-12-24 15:52:39,Safari iOS
2234,540,login,2025-12-24 16:07:55,Safari iOS
2235,58,view_claims,2025-12-24 16:23:11,Chrome Mobile
2236,131,view_claims,2025-12-24 16:38:27,Chrome Mobile
2237,74,view_claims,2025-12-24 16:53:43,Safari iOS
2238,881,message_read,2025-12-24 17:08:58,Firefox Desktop
2239,191,view_claims,2025-12-24 17:24:14,Safari iOS
2240,714,view_claims,2025-12-24 17:39:30,Firefox Desktop
2241,470,message_read,2025-12-24 17:54:46,Safari iOS
2242,456,view_coverage,2025-12-24 18:10:02,Chrome Mobile
2243,863,view_coverage,2025-12-24 18:25:18,Chrome Mobile
2244,219,view_claims,2025-12-24 18:40:34,Chrome Mobile
2245,877,view_claims,2025-12-24 18:55:50,Chrome Mobile
2246,564,view_coverage,2025-12-24 19:11:06,Safari iOS
2247,280,message_read,2025-12-24 19:26:22,Chrome Mobile
2248,824,view_coverage,2025-12-24 19:41:38,Safari iOS
2249,87,view_claims,2025-12-24 19:56:54,Chrome Mobile
2250,599,login,2025-12-24 20:12:10,Firefox Desktop
2251,213,view_claims,2025-12-24 20:27:26,Chrome Mobile
2252,52,message_read,2025-12-24 20:42:42,Safari iOS
2253,530,view_claims,2025-12-24 20:57:57,Safari iOS
2254,722,view_coverage,2025-12-24 21:13:13,Chrome Mobile
2255,364,view_coverage,2025-12-24 21:28:29,Safari iOS
2256,967,login,2025-12-24 21:43:45,Chrome Mobile
2257,774,view_coverage,2025-12-24 21:59:01,Firefox Desktop
2258,182,message_read,2025-12-24 22:14:17,Firefox Desktop
2259,750,view_claims,2025-12-24 22:29:33,Safari iOS
2260,819,message_read,2025-12-24 22:44:49,Firefox Desktop
2261,959,message_read,2025-12-24 23:00:05,Chrome Mobile
2262,442,login,2025-12-24 23:15:21,Safari iOS
2263,543,view_claims,2025-12-24 23:30:37,Safari iOS
2264,272,view_coverage,2025-12-24 23:45:53,Firefox Desktop
2265,873,login,2025-12-25 00:01:09,Chrome Mobile
2266,823,login,2025-12-25 00:16:25,Firefox Desktop
2267,188,login,2025-12-25 00:31:40,Chrome Mobile
2268,873,message_read,2025-12-25 00:46:56,Chrome Mobile
2269,679,login,2025-12-25 01:02:12,Chrome Mobile
2270,680,login,2025-12-25 01:17:28,Chrome Mobile
2271,178,view_coverage,2025-12-25 01:32:44,Firefox Desktop
2272,939,view_coverage,2025-12-25 01:48:00,Chrome Mobile
2273,458,view_coverage,2025-12-25 02:03:16,Safari iOS
2274,671,view_coverage,2025-12-25 02:18:32,Chrome Mobile
2275,872,login,2025-12-25 02:33:48,Safari iOS
2276,606,login,2025-12-25 02:49:04,Chrome Mobile
2277,160,view_claims,2025-12-25 03:04:20,Safari iOS
2278,678,message_read,2025-12-25 03:19:36,Chrome Mobile
2279,935,login,2025-12-25 03:34:52,Safari iOS
2280,789,view_coverage,2025-12-25 03:50:08,Safari iOS
2281,938,message_read,2025-12-25 04:05:24,Firefox Desktop
2282,902,view_coverage,2025-12-25 04:20:39,Chrome Mobile
2283,297,message_read,2025-12-25 04:35:55,Safari iOS
2284,217,login,2025-12-25 04:51:11,Firefox Desktop
2285,74,view_coverage,2025-12-25 05:06:27,Chrome Mobile
2286,425,login,2025-12-25 05:21:43,Safari iOS
2287,300,message_read,2025-12-25 05:36:59,Safari iOS
2288,650,view_coverage,2025-12-25 05:52:15,Safari iOS
2289,930,view_coverage,2025-12-25 06:07:31,Safari iOS
2290,577,view_claims,2025-12-25 06:22:47,Firefox Desktop
2291,483,view_coverage,2025-12-25 06:38:03,Firefox Desktop
2292,133,view_claims,2025-12-25 06:53:19,Chrome Mobile
2293,451,view_coverage,2025-12-25 07:08:35,Safari iOS
2294,797,view_claims,2025-12-25 07:23:51,Firefox Desktop
2295,513,view_claims,2025-12-25 07:39:07,Chrome Mobile
2296,947,view_claims,2025-12-25 07:54:23,Safari iOS
2297,809,view_coverage,2025-12-25 08:09:38,Safari iOS
2298,139,view_coverage,2025-12-25 08:24:54,Firefox Desktop
2299,379,view_coverage,2025-12-25 08:40:10,Firefox Desktop
2300,137,view_claims,2025-12-25 08:55:26,Firefox Desktop
2301,858,view_claims,2025-12-25 09:10:42,Safari iOS
2302,530,view_claims,2025-12-25 09:25:58,Firefox Desktop
2303,185,view_coverage,2025-12-25 09:41:14,Chrome Mobile
2304,17,message_read,2025-12-25 09:56:30,Safari iOS
2305,512,message_read,2025-12-25 10:11:46,Safari iOS
2306,949,view_coverage,2025-12-25 10:27:02,Firefox Desktop
2307,466,message_read,2025-12-25 10:42:18,Firefox Desktop
2308,684,view_coverage,2025-12-25 10:57:34,Chrome Mobile
2309,412,message_read,2025-12-25 11:12:50,Safari iOS
2310,879,view_coverage,2025-12-25 11:28:06,Firefox Desktop
2311,562,message_read,2025-12-25 11:43:21,Safari iOS
2312,581,view_claims,2025-12-25 11:58:37,Safari iOS
2313,273,message_read,2025-12-25 12:13:53,Safari iOS
2314,344,view_coverage,2025-12-25 12:29:09,Safari iOS
2315,53,message_read,2025-12-25 12:44:25,Chrome Mobile
2316,240,view_claims,2025-12-25 12:59:41,Chrome Mobile
2317,443,message_read,2025-12-25 13:14:57,Chrome Mobile
2318,256,message_read,2025-12-25 13:30:13,Firefox Desktop
2319,801,view_coverage,2025-12-25 13:45:29,Firefox Desktop
2320,272,view_claims,2025-12-25 14:00:45,Chrome Mobile
2321,141,view_coverage,2025-12-25 14:16:01,Firefox Desktop
2322,389,view_coverage,2025-12-25 14:31:17,Chrome Mobile
2323,933,view_claims,2025-12-25 14:46:33,Firefox Desktop
2324,643,view_claims,2025-12-25 15:01:49,Chrome Mobile
2325,544,view_claims,2025-12-25 15:17:05,Safari iOS
2326,865,message_read,2025-12-25 15:32:20,Firefox Desktop
2327,213,login,2025-12-25 15:47:36,Safari iOS
2328,222,login,2025-12-25 16:02:52,Firefox Desktop
2329,247,view_claims,2025-12-25 16:18:08,Chrome Mobile
2330,378,view_claims,2025-12-25 16:33:24,Firefox Desktop
2331,489,view_claims,2025-12-25 16:48:40,Chrome Mobile
2332,627,view_claims,2025-12-25 17:03:56,Chrome Mobile
2333,379,message_read,2025-12-25 17:19:12,Safari iOS
2334,253,view_claims,2025-12-25 17:34:28,Safari iOS
2335,880,message_read,2025-12-25 17:49:44,Firefox Desktop
2336,871,view_claims,2025-12-25 18:05:00,Safari iOS
2337,311,view_coverage,2025-12-25 18:20:16,Safari iOS
2338,15,view_claims,2025-12-25 18:35:32,Firefox Desktop
2339,368,view_claims,2025-12-25 18:50:48,Safari iOS
2340,822,message_read,2025-12-25 19:06:03,Chrome Mobile
2341,825,message_read,2025-12-25 19:21:19,Chrome Mobile
2342,798,view_coverage,2025-12-25 19:36:35,Chrome Mobile
2343,866,view_claims,2025-12-25 19:51:51,Safari iOS
2344,420,message_read,2025-12-25 20:07:07,Safari iOS
2345,422,view_claims,2025-12-25 20:22:23,Chrome Mobile
2346,949,message_read,2025-12-25 20:37:39,Chrome Mobile
2347,52,view_coverage,2025-12-25 20:52:55,Chrome Mobile
2348,223,view_coverage,2025-12-25 21:08:11,Firefox Desktop
2349,589,view_claims,2025-12-25 21:23:27,Firefox Desktop
2350,480,view_coverage,2025-12-25 21:38:43,Safari iOS
2351,748,login,2025-12-25 21:53:59,Firefox Desktop
2352,46,login,2025-12-25 22:09:15,Safari iOS
2353,380,login,2025-12-25 22:24:31,Firefox Desktop
2354,851,message_read,2025-12-25 22:39:47,Safari iOS
2355,638,login,2025-12-25 22:55:02,Firefox Desktop
2356,509,view_claims,2025-12-25 23:10:18,Chrome Mobile
2357,921,message_read,2025-12-25 23:25:34,Safari iOS
2358,818,view_coverage,2025-12-25 23:40:50,Chrome Mobile
2359,377,message_read,2025-12-25 23:56:06,Firefox Desktop
2360,683,view_claims,2025-12-26 00:11:22,Firefox Desktop
2361,139,view_claims,2025-12-26 00:26:38,Firefox Desktop
2362,107,message_read,2025-12-26 00:41:54,Firefox Desktop
2363,207,message_read,2025-12-26 00:57:10,Safari iOS
2364,677,login,2025-12-26 01:12:26,Chrome Mobile
2365,145,login,2025-12-26 01:27:42,Chrome Mobile
2366,4,login,2025-12-26 01:42:58,Chrome Mobile
2367,958,view_claims,2025-12-26 01:58:14,Chrome Mobile
2368,189,view_coverage,2025-12-26 02:13:30,Firefox Desktop
2369,278,login,2025-12-26 02:28:46,Firefox Desktop
2370,97,message_read,2025-12-26 02:44:01,Chrome Mobile
2371,633,message_read,2025-12-26 02:59:17,Chrome Mobile
2372,283,view_claims,2025-12-26 03:14:33,Safari iOS
2373,795,view_coverage,2025-12-26 03:29:49,Safari iOS
2374,307,message_read,2025-12-26 03:45:05,Safari iOS
2375,939,view_coverage,2025-12-26 04:00:21,Chrome Mobile
2376,61,view_coverage,2025-12-26 04:15:37,Firefox Desktop
2377,795,message_read,2025-12-26 04:30:53,Safari iOS
2378,611,view_claims,2025-12-26 04:46:09,Chrome Mobile
2379,186,message_read,2025-12-26 05:01:25,Chrome Mobile
2380,718,message_read,2025-12-26 05:16:41,Chrome Mobile
2381,904,login,2025-12-26 05:31:57,Firefox Desktop
2382,378,view_coverage,2025-12-26 05:47:13,Firefox Desktop
2383,262,view_coverage,2025-12-26 06:02:29,Chrome Mobile
2384,174,message_read,2025-12-26 06:17:44,Chrome Mobile
2385,790,view_claims,2025-12-26 06:33:00,Chrome Mobile
2386,45,message_read,2025-12-26 06:48:16,Safari iOS
2387,4,view_coverage,2025-12-26 07:03:32,Chrome Mobile
2388,267,message_read,2025-12-26 07:18:48,Firefox Desktop
2389,435,message_read,2025-12-26 07:34:04,Firefox Desktop
2390,751,view_coverage,2025-12-26 07:49:20,Firefox Desktop
2391,393,view_coverage,2025-12-26 08:04:36,Firefox Desktop
2392,895,login,2025-12-26 08:19:52,Firefox Desktop
2393,988,view_claims,2025-12-26 08:35:08,Chrome Mobile
2394,745,message_read,2025-12-26 08:50:24,Safari iOS
2395,85,login,2025-12-26 09:05:40,Chrome Mobile
2396,838,message_read,2025-12-26 09:20:56,Firefox Desktop
2397,216,login,2025-12-26 09:36:12,Firefox Desktop
2398,950,view_claims,2025-12-26 09:51:28,Chrome Mobile
2399,245,login,2025-12-26 10:06:43,Safari iOS
2400,159,view_claims,2025-12-26 10:21:59,Safari iOS
2401,438,message_read,2025-12-26 10:37:15,Safari iOS
2402,543,login,2025-12-26 10:52:31,Firefox Desktop
2403,956,login,2025-12-26 11:07:47,Firefox Desktop
2404,365,login,2025-12-26 11:23:03,Firefox Desktop
2405,175,view_claims,2025-12-26 11:38:19,Safari iOS
2406,797,message_read,2025-12-26 11:53:35,Chrome Mobile
2407,166,login,2025-12-26 12:08:51,Safari iOS
2408,911,view_claims,2025-12-26 12:24:07,Safari iOS
2409,37,view_coverage,2025-12-26 12:39:23,Firefox Desktop
2410,694,view_coverage,2025-12-26 12:54:39,Chrome Mobile
2411,694,login,2025-12-26 13:09:55,Safari iOS
2412,642,message_read,2025-12-26 13:25:11,Safari iOS
2413,25,view_coverage,2025-12-26 13:40:27,Firefox Desktop
